station_code,station_name,mode,annual_traffic,crowd_density_score,infrastructure_score,vulnerability_score,threat_score,threat_level,is_major_hub
ISGd,Island Gardens,DLR,46827.7483333333,29.603729603729604,0,25.0,28.392368410614417,LOW,0
HANr,Hanwell,EZL,49725.2813231016,31.46853146853147,0,20.0,28.277339256673674,LOW,0
PINu,Pinner,LU,51961.7616150015,33.1002331002331,0,15.0,27.963983975248897,LOW,0
BNMr,Burnham,EZL,49121.5103711862,31.002331002331,0,20.0,27.880687001705606,LOW,0
PRDu,Preston Road,LU,51825.1309523809,32.86713286713287,0,15.0,27.765657847764864,LOW,0
FNYr,Finchley Road & Frognal,LO,46574.5391239179,28.671328671328673,0,25.0,27.599063900678278,LOW,0
SPKu,Stonebridge Park,LU,51061.175,32.16783216783217,0,15.0,27.17067946531276,LOW,0
WSTr,Wood Street,LO,45115.7849975797,27.27272727272727,0,25.0,26.40910713577406,LOW,0
WPEr,Wapping,LO,44098.2047619047,26.340326340326342,0,25.0,25.61580262583793,LOW,0
OAKu,Oakwood,LU,47428.45,30.303030303030305,0,15.0,25.58407044544048,LOW,0
SKWr,Stoke Newington,LO,43867.397716458,26.107226107226104,0,25.0,25.417476498353892,LOW,0
RPKu,Regent's Park,LU,47363.9523809523,30.069930069930066,0,15.0,25.385744317956444,LOW,0
BHKr,Bush Hill Park,LO,43848.3711982152,25.874125874125873,0,25.0,25.21915037086986,LOW,0
BSHr,Bushey,LO,42858.3917501023,25.64102564102564,0,25.0,25.02082424338582,LOW,0
STBu,Stamford Brook,LU,46666.0952380952,29.37062937062937,0,15.0,24.790765935504346,LOW,0
CIRr,Caledonian Road & Barnsbury,LO,42450.7806441909,25.174825174825177,0,25.0,24.624171988417753,LOW,0
ARLu,Arsenal,LU,46645.1499999999,29.13752913752914,0,15.0,24.592439808020313,LOW,0
CYPd,Cyprus,DLR,42422.9014999999,24.941724941724942,0,25.0,24.42584586093372,LOW,0
UPYu,Upney,LU,46583.675,28.904428904428904,0,15.0,24.394113680536275,LOW,0
CYPr,Crystal Palace,LO,41938.8333333333,24.475524475524477,0,25.0,24.029193605965656,LOW,0
SELu,South Ealing,LU,46002.375,28.438228438228435,0,15.0,23.997461425568204,LOW,0
BHLu,Buckhurst Hill,LU,45946.0587171392,28.205128205128204,0,15.0,23.79913529808417,LOW,0
BECd,Beckton,DLR,41721.0091666666,24.00932400932401,0,25.0,23.63254135099758,LOW,0
ROYu,Royal Oak,LU,45865.0874458874,27.972027972027973,0,15.0,23.600809170600137,LOW,0
CPKu,Canons Park,LU,45532.4,27.73892773892774,0,15.0,23.402483043116103,LOW,0
ETEu,Eastcote,LU,45414.1166666666,27.505827505827508,0,15.0,23.204156915632073,LOW,0
LOFr,London Fields,LO,40596.0563712352,23.310023310023308,0,25.0,23.037562968545476,LOW,0
NWDu,Northwood,LU,45016.3333333333,27.03962703962704,0,15.0,22.807504660663994,LOW,0
GARd,Gallions Reach,DLR,40374.2709999999,22.843822843822846,0,25.0,22.640910713577412,LOW,0
CHPu,Chiswick Park,LU,44992.5499999999,26.806526806526808,0,15.0,22.60917853317996,LOW,0
HRYr,Harringay Green Lanes,LO,40339.5315545704,22.61072261072261,0,25.0,22.44258458609337,LOW,0
LATu,Latimer Road,LU,44180.9535714285,26.573426573426573,0,15.0,22.410852405695927,LOW,0
SHRu,South Harrow,LU,42734.0333333333,25.407925407925408,0,15.0,21.41922176827575,LOW,0
LEMr,Leyton Midland Road,LO,38773.3729471263,21.21212121212121,0,25.0,21.25262782118916,LOW,0
RECr,Rectory Road,LO,38667.1300436969,20.97902097902098,0,25.0,21.05430169370513,LOW,0
REDu,Redbridge,LU,42381.2666666666,24.708624708624708,0,15.0,20.824243385823646,LOW,0
UHLr,Upper Holloway,LO,38441.1906371466,20.51282051282051,0,25.0,20.657649438737057,LOW,0
POPd,Poplar,DLR,37559.6592061616,20.27972027972028,0,25.0,20.459323311253026,LOW,0
TOTu,Totteridge & Whetstone,LU,41894.3333333333,24.242424242424242,0,15.0,20.42759113085558,LOW,0
WANu,Wanstead,LU,40716.7023809523,23.776223776223777,0,15.0,20.030938875887507,LOW,0
WHLr,White Hart Lane,LO,36911.3642857142,19.58041958041958,0,25.0,19.86434492880092,LOW,0
KGNu,Kensal Green,LU,40608.1,23.543123543123542,0,15.0,19.832612748403474,LOW,0
STOr,South Tottenham,LO,36789.5650280191,19.34731934731935,0,25.0,19.666018801316888,LOW,0
DEBu,Debden,LU,40587.7142857142,23.076923076923077,0,15.0,19.435960493435402,LOW,0
ALSd,All Saints,DLR,35814.52,18.88111888111888,0,25.0,19.269366546348817,LOW,0
ECMu,Ealing Common,LU,39614.9166666666,22.377622377622377,0,15.0,18.840982110983298,LOW,0
WMPu,Wimbledon Park,LU,39456.0047619047,22.144522144522146,0,15.0,18.642655983499264,LOW,0
AMEu,Amersham,LU,39024.0833333333,21.91142191142191,0,15.0,18.444329856015234,LOW,0
LNYr,Langley,EZL,37260.7852321407,19.813519813519815,0,20.0,18.361032882471935,LOW,0
GHRu,Goldhawk Road,LU,38955.4952380952,21.678321678321677,0,15.0,18.246003728531193,LOW,0
SNBu,Snaresbrook,LU,38904.2165692888,21.445221445221446,0,15.0,18.04767760104716,LOW,0
MUDd,Mudchute,DLR,33981.5233333333,17.016317016317018,0,25.0,17.682757526476543,LOW,0
BETr,Bethnal Green LO,LO,33960.8557083588,16.783216783216783,0,25.0,17.484431398992502,LOW,0
RKYu,Rickmansworth,LU,38520.3214285714,20.745920745920746,0,15.0,17.452699218595054,LOW,0
CBHr,Cambridge Heath,LO,33754.275109072,16.317016317016318,0,25.0,17.087779144024438,LOW,0
WNPr,Wanstead Park,LO,33587.6972499862,16.083916083916083,0,25.0,16.889453016540397,LOW,0
BTXu,Brent Cross,LU,37415.75,20.04662004662005,0,15.0,16.857720836142956,LOW,0
PRRd,Prince Regent,DLR,32958.4412499999,15.384615384615385,0,25.0,16.2944746340883,LOW,0
STLd,Star Lane,DLR,32080.0386666666,15.151515151515152,0,25.0,16.09614850660426,LOW,0
PERu,Perivale,LU,36184.5,19.114219114219114,0,15.0,16.064416326206814,LOW,0
SJSr,St James Street,LO,31730.2666666666,14.918414918414918,0,25.0,15.897822379120226,LOW,0
ACCr,Acton Central,LO,31667.8333333333,14.685314685314685,0,25.0,15.699496251636194,LOW,0
KETu,Kenton,LU,35485.3809523809,18.64801864801865,0,15.0,15.667764071238746,LOW,0
ROEr,Rotherhithe,LO,31327.7809523809,14.452214452214452,0,25.0,15.501170124152154,LOW,0
PRYu,Park Royal,LU,35263.4166666666,18.414918414918414,0,15.0,15.469437943754707,LOW,0
HRFu,Heathrow Terminal 4 LU,LU,35227.55,18.181818181818183,0,15.0,15.271111816270674,LOW,0
KGVd,King George V,DLR,30904.37,13.986013986013987,0,25.0,15.10451786918409,LOW,0
OSTu,Osterley,LU,35146.9666666666,17.94871794871795,0,15.0,15.072785688786642,LOW,0
SHLu,Sudbury Hill,LU,34933.0,17.715617715617714,0,15.0,14.874459561302602,LOW,0
WATu,Watford,LU,34889.375,17.482517482517483,0,15.0,14.676133433818569,LOW,0
STNu,Sudbury Town,LU,34278.0857142857,17.24941724941725,0,15.0,14.477807306334537,LOW,0
ROAd,Royal Albert,DLR,30111.1125,12.82051282051282,0,25.0,14.112887231763912,LOW,0
WMWr,Walthamstow Queen's Road,LO,29924.796913336,12.587412587412588,0,25.0,13.91456110427988,LOW,0
HCHu,Hornchurch,LU,33881.619047619,16.55011655011655,0,15.0,13.882828923882432,LOW,0
BLAd,Blackwall,DLR,29559.9103333333,12.354312354312354,0,25.0,13.716234976795846,LOW,0
MHEu,Mill Hill East,LU,33263.8603987774,15.85081585081585,0,15.0,13.287850541430327,LOW,0
SRPu,South Ruislip,LU,33258.9083333333,15.61771561771562,0,15.0,13.089524413946293,LOW,0
CLPr,Clapham High Street,LO,28583.850448012,10.955710955710956,0,25.0,12.526278211891634,LOW,0
LERr,Leytonstone High Road,LO,28568.0776490145,10.722610722610723,0,25.0,12.3279520844076,LOW,0
ELRd,Elverson Road,DLR,28043.211,10.256410256410255,0,25.0,11.93129982943953,LOW,0
CLFu,Chalfont & Latimer,LU,31149.9326389265,14.219114219114218,0,15.0,11.899567649042083,LOW,0
CPKr,Carpenders Park,LO,27425.1855151818,9.79020979020979,0,25.0,11.53464757447146,LOW,0
RUIu,Ruislip,LU,30670.3,13.752913752913754,0,15.0,11.502915394074018,LOW,0
WFHr,Watford High Street,LO,26505.7999999999,9.557109557109557,0,25.0,11.336321446987425,LOW,0
NHRu,North Harrow,LU,30470.9499999999,13.51981351981352,0,15.0,11.304589266589979,LOW,0
ABRd,Abbey Road,DLR,26278.7816666666,9.324009324009324,0,25.0,11.137995319503393,LOW,0
WRPu,West Ruislip,LU,30404.9995483094,13.286713286713287,0,15.0,11.106263139105947,LOW,0
BCVr,Bruce Grove,LO,26007.1666666666,9.090909090909092,0,25.0,10.939669192019359,LOW,0
CFSu,Cockfosters,LU,30151.019047619,13.053613053613052,0,15.0,10.90793701162191,LOW,0
BSPr,Brondesbury Park,LO,25762.2564069279,8.624708624708624,0,25.0,10.543016937051288,LOW,0
ANYr,Anerley,LO,24786.1494850165,8.158508158508159,0,25.0,10.146364682083219,LOW,0
HDNu,Hillingdon,LU,29472.4999999999,12.121212121212121,0,15.0,10.114632501685772,LOW,0
CHNr,Cheshunt,LO,24600.5870792738,7.925407925407925,0,25.0,9.948038554599183,LOW,0
BOSu,Boston Manor,LU,29237.6666666666,11.888111888111888,0,15.0,9.916306374201737,LOW,0
SHSd,Stratford High Street,DLR,24282.5683333333,7.6923076923076925,0,25.0,9.74971242711515,LOW,0
RUMu,Ruislip Manor,LU,29126.75,11.655011655011654,0,15.0,9.717980246717703,LOW,0
CRHr,Crouch Hill,LO,23460.114123805,7.459207459207459,0,25.0,9.551386299631114,LOW,0
NWHu,Northwood Hills,LU,28825.5333333333,11.421911421911423,0,15.0,9.51965411923367,LOW,0
TURr,Turkey Street,LO,23214.4383574537,7.226107226107226,0,25.0,9.353060172147078,LOW,0
CWDu,Chorleywood,LU,28665.379533811,11.188811188811188,0,15.0,9.321327991749632,LOW,0
WGRr,Woodgrange Park,LO,21581.1397962349,6.75990675990676,0,25.0,8.956407917179009,LOW,0
SBUr,Southbury,LO,21532.1357142857,6.526806526806526,0,25.0,8.758081789694973,LOW,0
NWBu,North Wembley,LU,28487.3,10.48951048951049,0,15.0,8.726349609297529,LOW,0
SMHr,Stamford Hill,LO,20913.2628903515,6.0606060606060606,0,25.0,8.361429534726907,LOW,0
WFYu,West Finchley,LU,28037.1071428571,10.023310023310025,0,15.0,8.32969735432946,LOW,0
BGVr,Barking Riverside,LO,20863.6715833333,5.827505827505827,0,25.0,8.16310340724287,LOW,0
SATr,South Acton,LO,20379.9770046292,5.594405594405594,0,25.0,7.9647772797588345,LOW,0
BDEu,Barkingside,LU,25813.6428571428,8.857808857808857,0,15.0,7.338066716909284,LOW,0
WHRu,West Harrow,LU,25085.4564409286,8.391608391608392,0,15.0,6.941414461941216,LOW,0
PNWr,Penge West,LO,16987.8389738297,3.7296037296037294,0,25.0,6.378168259886557,LOW,0
KBNr,Kilburn High Road,LO,15559.6666666666,3.4965034965034967,0,25.0,6.179842132402523,LOW,0
WWRr,Wandsworth Road,LO,15313.6216864834,3.263403263403263,0,25.0,5.981516004918487,LOW,0
WACu,West Acton,LU,22800.2,6.993006993006993,0,15.0,5.751457697037008,LOW,0
HTEr,Hatch End,LO,15078.7798129641,2.564102564102564,0,25.0,5.386537622466384,LOW,0
TEOr,Theobalds Grove,LO,14992.25,2.331002331002331,0,25.0,5.188211494982349,LOW,0
CHMu,Chesham,LU,20996.4166666666,6.293706293706294,0,15.0,5.156479314584903,LOW,0
TAPr,Taplow,EZL,17604.670064019,4.195804195804196,0,20.0,5.07318234104161,LOW,0
SOHr,South Hampstead,LO,10942.3963943544,1.6317016317016315,0,25.0,4.593233112530244,LOW,0
BEPd,Beckton Park,DLR,10480.8316666666,1.3986013986013985,0,25.0,4.39490698504621,LOW,0
SKTu,South Kenton,LU,20290.0234506733,5.361305361305361,0,15.0,4.363174804648765,LOW,0
HDLr,Headstone Lane,LO,10210.6166666666,1.1655011655011656,0,25.0,4.196580857562175,LOW,0
FLPu,Fairlop,LU,19731.6666666666,5.128205128205128,0,15.0,4.16484867716473,LOW,0
CRXu,Croxley,LU,18440.8333333333,4.895104895104895,0,15.0,3.9665225496806946,LOW,0
EMPr,Emerson Park,LO,6722.45434572109,0.6993006993006993,0,25.0,3.799928602594106,LOW,0
ICKu,Ickenham,LU,17895.5833333333,4.662004662004662,0,15.0,3.7681964221966604,LOW,0
RUGu,Ruislip Gardens,LU,17689.75,4.428904428904429,0,15.0,3.5698702947126244,LOW,0
MPKu,Moor Park,LU,17124.7499999999,3.9627039627039626,0,15.0,3.1732180397445555,LOW,0
IVRr,Iver,EZL,11364.9810238935,1.8648018648018647,0,20.0,3.089921066201262,LOW,0
UPBu,Upminster Bridge,LU,15208.6969696969,3.0303030303030303,0,15.0,2.3799135298084177,LOW,0
THBu,Theydon Bois,LU,15196.0333333333,2.797202797202797,0,15.0,2.1815874023243818,LOW,0
NELu,North Ealing,LU,12803.4999999999,2.097902097902098,0,15.0,1.5866090198722786,LOW,0
GRHu,Grange Hill,LU,7239.5,0.9324009324009324,0,15.0,0.5949783824521049,LOW,0
CHGu,Chigwell,LU,6311.56666666666,0.4662004662004662,0,15.0,0.1983261274840352,LOW,0
RODu,Roding Valley,LU,3537.37499999999,0.2331002331002331,0,15.0,0.0,LOW,0
